"","Provider.State","County","Provider.Name","WeeksofShortage_of_EP_by_Provider","WeeksofShortage_of_GL_by_Provider","WeeksofShortage_of_HS_by_Provider","WeeksofShortage_of_N95_by_Provider","WeeksofShortage_of_SM_by_Provider","WeeksofShortage_of_VT_by_Provider"
"4937","WI","Milwaukee","AUTUMN LAKE HEALTHCARE AT GREENFIELD",3,NA,1,29,4,NA
"4938","WI","Milwaukee","BRIA OF TRINITY VILLAGE",2,3,2,2,2,NA
"4939","WI","Milwaukee","CLEMENT MANOR HEALTH CARE CENTER",1,1,1,1,1,NA
"4940","WI","Milwaukee","CROSSROADS CARE CENTER OF MILWAUKEE",1,10,NA,14,11,NA
"4941","WI","Milwaukee","HALES CORNERS CARE CTR",2,2,2,2,2,NA
"4942","WI","Milwaukee","IGNITE MEDICAL RESORT OAK CREEK",7,4,4,7,6,NA
"4943","WI","Milwaukee","LUTHER MANOR",1,1,3,6,1,NA
"4944","WI","Milwaukee","MAPLE RIDGE HEALTH SERVICES",7,NA,1,30,19,NA
"4945","WI","Milwaukee","MILWAUKEE CATHOLIC HOME",2,NA,NA,1,1,NA
"4946","WI","Milwaukee","SAINT JOHNS ON THE LAKE",25,4,NA,26,24,NA
"4947","WI","Milwaukee","SOUTHPOINTE HEALTHCARE CTR",3,3,3,3,3,NA
"4948","WI","Milwaukee","ST FRANCIS HEALTH SERVICES",29,NA,NA,42,11,NA
"4949","WI","Milwaukee","WILLOWCREST HEALTH SERVICES",37,18,34,41,31,NA
"4950","WI","Oneida","MINOCQUA HEALTH AND REHAB",1,2,1,9,2,NA
"4951","WI","Oneida","RENNES HEALTH AND REHAB CENTER-RHINELANDER",2,2,2,2,2,NA
"4952","WI","Outagamie","LITTLE CHUTE HEALTH SERVICES",5,5,2,27,7,NA
"4953","WI","Outagamie","MEADOWBROOK AT APPLETON",25,NA,NA,25,25,NA
"4954","WI","Outagamie","RECOVERY INN, AN EDURO HEALTHCARE COMMUNITY (THE)",10,NA,NA,1,NA,NA
"4955","WI","Ozaukee","CEDARBURG HEALTH SERVICES",22,3,1,39,39,NA
"4956","WI","Ozaukee","HERITAGE HEALTH SERVICES",7,NA,NA,18,8,NA
"4957","WI","Pierce","ELLSWORTH HEALTH SERVICES",24,3,NA,34,12,NA
"4958","WI","Polk","UNITED PIONEER HOME",1,1,1,1,1,NA
"4959","WI","Portage","STEVENS POINT HEALTH SERVICES",31,NA,1,33,14,NA
"4960","WI","Racine","ASCENSION LIVING - LAKESHORE AT SIENA",1,1,1,12,1,NA
"4961","WI","Racine","OAK RIDGE CARE CENTER",2,2,2,2,2,NA
"4962","WI","Racine","RIDGEWOOD CARE CTR",1,NA,1,27,NA,NA
"4963","WI","Racine","VILLA AT LINCOLN PARK (THE)",12,13,NA,33,9,NA
"4964","WI","Rock","EVANSVILLE MANOR NURSING AND REHAB, LLC",1,NA,NA,3,NA,NA
"4965","WI","Rock","GREEN KNOLLS AT BELOIT (THE)",1,1,1,20,1,NA
"4966","WI","Rock","ST ELIZABETH NURSING HOME",14,14,19,25,15,NA
"4967","WI","Sawyer","HAYWARD HEALTH SERVICES",4,3,1,31,24,NA
"4968","WI","Sawyer","WATER'S EDGE",26,NA,NA,27,27,NA
"4969","WI","Shawano","BIRCH HILL HEALTH SERVICES",19,NA,NA,19,18,NA
"4970","WI","Shawano","HOMME HOME FOR THE AGING",1,NA,NA,11,NA,NA
"4971","WI","Shawano","MAPLE LANE HEALTH SERVICES",1,NA,NA,3,2,NA
"4972","WI","Shawano","SHAWANO HEALTH SERVICES",15,NA,NA,32,12,NA
"4973","WI","Sheboygan","MEADOW VIEW HEALTH SERVICES",1,1,NA,31,19,NA
"4974","WI","Sheboygan","MORNINGSIDE HEALTH SERVICES",1,5,1,8,10,NA
"4975","WI","Sheboygan","PINE HAVEN CHRISTIAN HOME",1,1,1,2,1,NA
"4976","WI","Sheboygan","PLYMOUTH HEALTH SERVICES",11,2,4,22,11,NA
"4977","WI","Sheboygan","SHEBOYGAN HEALTH SERVICES",1,4,NA,23,8,NA
"4978","WI","Sheboygan","SHEBOYGAN PROGRESSIVE HEALTH SERVICES",25,1,1,25,11,NA
"4979","WI","Sheboygan","SHEBOYGAN SENIOR COMMUNITY INC",2,NA,NA,15,2,NA
"4980","WI","St. Croix","GLENHAVEN",7,9,7,8,1,NA
"4981","WI","St. Croix","KINNIC HEALTH AND REHAB",16,5,2,21,20,NA
"4982","WI","Taylor","RIB LAKE HEALTH SERVICES",16,2,1,19,15,NA
"4983","WI","Trempealeau","GRAND VIEW CARE CTR",14,NA,NA,1,8,NA
"4984","WI","Walworth","DELAVAN HEALTH SERVICES",35,NA,25,34,25,NA
"4985","WI","Walworth","EAST TROY MANOR",1,1,1,3,1,NA
"4986","WI","Walworth","GOLDEN YEARS HEALTH CENTER",1,1,NA,1,1,NA
"4987","WI","Walworth","WILLIAMS BAY HEALTH SERVICES",7,1,NA,13,12,NA
"4988","WI","Washburn","MAPLE RIDGE CARE CENTER",2,NA,NA,NA,1,NA
"4989","WI","Washington","SAMARITAN HEALTH CENTER",1,1,1,1,1,NA
"4990","WI","Washington","VIRGINIA HIGHLANDS HLTH AND REHAB",3,3,3,3,3,NA
"4991","WI","Waukesha","ARIA OF BROOKFIELD",1,1,1,1,1,NA
"4992","WI","Waukesha","ARIA OF WAUKESHA",1,1,1,1,1,NA
"4993","WI","Waukesha","CARE AGE OF BROOKFIELD",18,11,3,25,16,NA
"4994","WI","Waukesha","CCC OF PEWAUKEE",3,34,NA,12,7,NA
"4995","WI","Waukesha","CONGREGATIONAL HOME, INC",1,1,2,1,1,NA
"4996","WI","Waukesha","FRANCISCAN WOODS",2,NA,1,6,1,NA
"4997","WI","Waukesha","LAKE COUNTRY HEALTH SERVICES",3,NA,15,2,8,NA
"4998","WI","Waukesha","MENOMONEE FALLS HEALTH SERVICES",17,17,13,17,17,NA
"4999","WI","Waupaca","BETHANY HOME",16,6,NA,12,NA,NA
"5000","WI","Waupaca","CROSSROADS CARE CENTER OF WEYAUWEGA",5,18,13,5,15,NA
"5001","WI","Winnebago","BETHEL HOME",1,1,1,3,1,NA
"5002","WI","Winnebago","EDEN REHAB SUITES AND GREEN HOUSE HOMES",1,1,1,3,1,NA
"5003","WI","Winnebago","OAKRIDGE GARDENS NUR CTR, INC",14,13,13,13,14,NA
"5004","WI","Winnebago","OMRO CARE CENTER",1,1,NA,NA,1,NA
"5005","WI","Winnebago","PEABODY MANOR",13,13,13,13,13,NA
"5006","WI","Wood","NORWOOD HEALTH CTR-CENTRAL",16,16,16,16,16,NA
"5007","WI","Wood","WISCONSIN RAPIDS HEALTH SERVICES",11,38,10,41,14,NA
"5008","WV","Barbour","MANSFIELD PLACE",4,4,1,3,2,NA
"5009","WV","Berkeley","CARE HAVEN CENTER",20,NA,1,27,20,NA
"5010","WV","Brooke","BRIGHTWOOD CENTER",20,NA,NA,24,20,NA
"5011","WV","Cabell","HERITAGE CENTER",20,NA,NA,28,20,NA
"5012","WV","Cabell","HUNTINGTON HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"5013","WV","Calhoun","MINNIE HAMILTON HEALTH CARE",12,NA,NA,NA,2,NA
"5014","WV","Fayette","ANSTED CENTER",20,NA,NA,23,20,NA
"5015","WV","Fayette","HIDDEN VALLEY CENTER",20,NA,NA,28,20,NA
"5016","WV","Fayette","HILLTOP CENTER",20,NA,NA,22,20,NA
"5017","WV","Fayette","MONTGOMERY GENERAL ELDERLY CARE",1,NA,NA,14,NA,NA
"5018","WV","Fayette","MONTGOMERY GENERAL HOSPITAL",42,3,3,42,42,NA
"5019","WV","Gilmer","GLENVILLE CENTER",20,NA,NA,25,20,NA
"5020","WV","Greenbrier","WHITE SULPHUR SPRINGS CENTER",20,6,NA,28,20,NA
"5021","WV","Hampshire","HAMPSHIRE CENTER",20,1,NA,27,20,NA
"5022","WV","Hampshire","HAMPSHIRE MEMORIAL HOSPITAL",1,1,1,19,19,NA
"5023","WV","Harrison","SALEM CENTER",20,NA,NA,27,20,NA
"5024","WV","Harrison","STONERISE BRIDGEPORT",1,1,1,1,1,NA
"5025","WV","Jackson","RAVENSWOOD VILLAGE",20,NA,NA,28,20,NA
"5026","WV","Jefferson","CANTERBURY CENTER",20,1,NA,21,20,NA
"5027","WV","Jefferson","SHENANDOAH CENTER",20,NA,NA,27,20,NA
"5028","WV","Kanawha","CEDAR RIDGE CENTER",20,1,1,23,20,NA
"5029","WV","Kanawha","DUNBAR CENTER",20,NA,NA,24,20,NA
"5030","WV","Kanawha","GLASGOW HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"5031","WV","Kanawha","MARMET CENTER",20,NA,NA,28,20,NA
"5032","WV","Kanawha","MEADOWBROOK ACRES",1,1,1,3,1,NA
"5033","WV","Kanawha","OAK RIDGE CENTER",20,2,NA,26,20,NA
"5034","WV","Kanawha","RIVERSIDE HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"5035","WV","Kanawha","VALLEY CENTER",20,NA,NA,21,20,NA
"5036","WV","Lewis","CRESTVIEW MANOR NURSING AND REHABILITATION",1,1,1,1,1,NA
"5037","WV","Logan","LOGAN CENTER",20,NA,NA,23,20,NA
"5038","WV","Logan","TRINITY HEALTH CARE OF LOGAN",1,1,1,1,1,NA
"5039","WV","Marion","FAIRMONT HEALTHCARE AND REHABILITATION CENTER",1,4,6,2,5,NA
"5040","WV","Marion","PIERPONT CENTER AT FAIRMONT CAMPUS",20,NA,NA,21,20,NA
"5041","WV","Marion","ST. BARBARA'S MEMORIAL NURSING HOME",1,1,1,1,1,NA
"5042","WV","Marion","TYGART CENTER AT FAIRMONT CAMPUS",20,NA,NA,28,20,NA
"5043","WV","Marshall","CAMERON NURSING AND REHABILITATION CENTER",1,1,1,1,1,NA
"5044","WV","Mason","PLEASANT VALLEY NURSING AND REHABILITATION CENTER",1,NA,1,8,5,NA
"5045","WV","Mercer","MAPLES NURSING HOME",1,1,1,1,1,NA
"5046","WV","Mercer","PRINCETON HEALTH CARE CENTER",2,NA,1,NA,NA,NA
"5047","WV","Mineral","DAWN VIEW CENTER",20,1,1,21,20,NA
"5048","WV","Mingo","TRINITY HEALTH CARE OF MINGO",8,NA,NA,3,NA,NA
"5049","WV","Monongalia","MADISON, THE",20,NA,NA,21,20,NA
"5050","WV","Monongalia","MORGANTOWN HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"5051","WV","Morgan","WAR MEMORIAL HOSPITAL",1,1,1,19,19,NA
"5052","WV","Pocahontas","POCAHONTAS CENTER",20,2,2,21,20,NA
"5053","WV","Putnam","PUTNAM CENTER",20,NA,NA,24,20,NA
"5054","WV","Putnam","TEAYS VALLEY CENTER",20,NA,NA,22,20,NA
"5055","WV","Raleigh","PINE LODGE",20,NA,NA,27,20,NA
"5056","WV","Raleigh","RALEIGH CENTER",20,NA,NA,24,20,NA
"5057","WV","Randolph","ELKINS REGIONAL CONVALESCENT CENTER",3,6,3,3,3,NA
"5058","WV","Randolph","NELLA'S INC",1,1,NA,38,1,NA
"5059","WV","Randolph","NELLA'S NURSING HOME",3,2,NA,14,2,NA
"5060","WV","Ritchie","PINE VIEW NURSING AND REHABILITATION CENTER",6,NA,1,12,14,NA
"5061","WV","Roane","MILETREE CENTER",20,NA,NA,24,20,NA
"5062","WV","Taylor","ROSEWOOD CENTER",20,NA,NA,28,20,NA
"5063","WV","Tyler","SISTERSVILLE CENTER",20,NA,NA,21,20,NA
"5064","WV","Upshur","HOLBROOK HEALTHCARE CENTER",14,12,12,14,14,NA
"5065","WV","Wetzel","NEW MARTINSVILLE CENTER",20,NA,NA,26,20,NA
"5066","WV","Wirt","ELIZABETH CARE CENTER",1,1,1,1,1,NA
"5067","WV","Wood","OHIO VALLEY HEALTH CARE",17,29,18,16,15,NA
"5068","WV","Wood","PARKERSBURG CENTER",20,NA,NA,27,20,NA
"5069","WV","Wood","WILLOWS CENTER",20,NA,NA,24,20,NA
"5070","WY","Carbon","SARATOGA CARE CENTER LLC",5,8,1,1,1,NA
"5071","WY","Crook","CROOK COUNTY MEDICAL SERVICES DISTRICT LTC",1,1,1,2,1,NA
"5072","WY","Fremont","WIND RIVER REHABILITATON AND WELLNESS",1,1,NA,2,1,NA
"5073","WY","Goshen","GOSHEN HEALTHCARE COMMUNITY",2,4,10,31,3,NA
"5074","WY","Laramie","CHEYENNE HEALTH CARE CENTER",3,3,3,3,3,NA
"5075","WY","Laramie","GRANITE REHABILITATION AND WELLNESS",14,NA,NA,39,21,NA
"5076","WY","Laramie","LIFE CARE CENTER OF CHEYENNE",1,2,1,1,1,NA
"5077","WY","Natrona","CASPER MOUNTAIN REHABILITATION AND CARE CENTER",1,1,1,2,1,NA
"5078","WY","Natrona","LIFE CARE CENTER OF CASPER",4,17,11,14,18,NA
"5079","WY","Natrona","SHEPHERD OF THE VALLEY REHABILITATION AND WELLNESS",37,1,1,37,37,NA
"5080","WY","Platte","PLATTE COUNTY LEGACY HOME",3,3,3,4,3,NA
"5081","WY","Sheridan","SHERIDAN MANOR",3,3,3,3,3,NA
"5082","WY","Sweetwater","SAGE VIEW CARE CENTER",4,NA,NA,32,18,NA
"5083","WY","Teton","ST JOHN'S NURSING HOME",2,4,1,3,1,NA
"5084","WY","Uinta","ROCKY MOUNTAIN CARE - EVANSTON",1,1,1,1,1,NA
"5085","AK","Nome","QUYANNA CARE CENTER",NA,8,2,2,NA,NA
"5086","AL","Greene","GREENE COUNTY NURSING HOME",NA,1,2,NA,NA,20
"5087","AL","Mobile","KNOLLWOOD HEALTHCARE",NA,20,NA,5,9,NA
"5088","AR","Ashley","SOMERSET SENIOR LIVING AT CROSSETT",NA,3,1,NA,NA,NA
"5089","AR","Benton","ASHLEY REHABILITATION AND HEALTH CARE CENTER",NA,3,NA,2,NA,NA
"5090","AR","Crittenden","WEST MEMPHIS HEALTH AND REHAB",NA,1,NA,NA,NA,NA
"5091","AR","Dallas","ST JOHNS PLACE OF ARKANSAS, LLC",NA,1,2,4,2,NA
"5092","AR","Grant","SHERIDAN HEALTHCARE AND REHABILITATION CENTER",NA,4,NA,14,NA,NA
"5093","AR","Greene","THE GREEN HOUSE COTTAGES OF BELLE MEADE",NA,1,NA,NA,NA,NA
"5094","AR","Jackson","ST MICHAEL'S HEALTHCARE",NA,2,NA,NA,NA,NA
"5095","AR","Jefferson","THE WATERS OF WHITE HALL, LLC",NA,1,NA,NA,NA,NA
"5096","AR","Jefferson","TRINITY VILLAGE MEDICAL CENTER",NA,3,NA,NA,NA,NA
"5097","AR","Pulaski","BARROW CREEK HEALTH AND REHAB",NA,1,NA,NA,NA,NA
"5098","AR","Woodruff","WOODRUFF COUNTY HEALTH CENTER",NA,1,NA,NA,NA,NA
"5099","AZ","Maricopa","CHRISTIAN CARE NURSING CENTER",NA,4,1,1,1,NA
"5100","AZ","Maricopa","PUEBLO NORTE SENIOR LIVING COMMUNITY",NA,2,1,NA,1,NA
"5101","AZ","Maricopa","THE FORUM AT DESERT HARBOR",NA,1,NA,1,NA,NA
"5102","AZ","Pima","COPPER HEALTH ORO VALLEY",NA,3,NA,NA,1,NA
"5103","CA","Alameda","ALAMEDA HEALTHCARE & WELLNESS CENTER",NA,3,1,NA,1,NA
"5104","CA","Alameda","HAYWARD HEALTHCARE & WELLNESS CENTER",NA,1,1,1,1,NA
"5105","CA","Alameda","HAYWARD HILLS HEALTH CARE CENTER",NA,12,NA,NA,NA,NA
"5106","CA","Alameda","LAKE MERRITT HEALTHCARE CENTER LLC",NA,5,3,1,2,NA
"5107","CA","Alameda","OAKLAND HEALTHCARE & WELLNESS CENTER",NA,2,3,NA,NA,NA
"5108","CA","Alameda","VALLEY POINTE NURSING & REHABILITATION CENTER",NA,1,1,NA,NA,NA
"5109","CA","Amador","KIT CARSON NURSING & REHABILITATION CENTER",NA,1,NA,NA,NA,NA
"5110","CA","Butte","COUNTRY CREST POST ACUTE",NA,2,NA,1,1,NA
"5111","CA","Butte","WINDSOR CHICO CARE CENTER",NA,1,NA,4,1,NA
"5112","CA","Contra Costa","WALNUT CREEK SKILLED NURSING & REHABILITATION CENT",NA,1,7,2,2,1
"5113","CA","El Dorado","GOLD COUNTRY HEALTH CENTER",NA,18,NA,2,1,NA
"5114","CA","Fresno","DYCORA TRANSITIONAL HEALTH-REEDLEY",NA,4,13,23,NA,NA
"5115","CA","Fresno","DYCORA TRANSITIONAL HEALTH - FRESNO",NA,15,21,20,NA,NA
"5116","CA","Fresno","DYCORA TRANSITIONAL HEALTH - SANGER",NA,5,17,18,3,NA
"5117","CA","Fresno","HEALTHCARE CENTRE OF FRESNO",NA,2,NA,NA,NA,NA
"5118","CA","Fresno","NORTHPOINTE HEALTHCARE CENTRE",NA,2,NA,NA,1,1
"5119","CA","Humboldt","FORTUNA REHABILITATION AND WELLNESS CENTER, LP",NA,1,NA,NA,1,NA
"5120","CA","Humboldt","JEROLD PHELPS COMM HOSP SNF",NA,3,NA,NA,NA,NA
"5121","CA","Imperial","IMPERIAL HEIGHTS HEALTHCARE & WELLNESS CENTRE, LLC",NA,1,2,NA,NA,NA
"5122","CA","Kern","SHAFTER NURSING CARE",NA,4,4,3,3,NA
"5123","CA","Kern","WINDSOR POST-ACUTE CENTER OF ARVIN",NA,3,1,2,2,NA
"5124","CA","Lake","LAKEPORT POST ACUTE",NA,14,14,7,NA,NA
"5125","CA","Los Angeles","ALCOTT REHABILITATION HOSPITAL",NA,2,NA,NA,NA,NA
"5126","CA","Los Angeles","ALEXANDRIA CARE CENTER",NA,1,1,NA,NA,NA
"5127","CA","Los Angeles","BAY CREST CARE CENTER",NA,29,32,1,1,NA
"5128","CA","Los Angeles","BEL VISTA HEALTHCARE CENTER",NA,3,NA,NA,NA,NA
"5129","CA","Los Angeles","BELLFLOWER POST ACUTE",NA,3,3,3,2,NA
"5130","CA","Los Angeles","BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER",NA,18,3,11,1,NA
"5131","CA","Los Angeles","CALIFORNIA POST ACUTE",NA,1,NA,1,NA,NA
"5132","CA","Los Angeles","CLARA BALDWIN STOCKER HOME",NA,4,18,18,NA,NA
"5133","CA","Los Angeles","COLONIAL CARE CENTER",NA,2,5,1,NA,NA
"5134","CA","Los Angeles","COUNTRY MANOR HEALTHCARE",NA,1,NA,NA,1,NA
"5135","CA","Los Angeles","COUNTRY OAKS CARE CENTER",NA,1,NA,NA,NA,1
"5136","CA","Los Angeles","COUNTRY VILLA MAR VISTA NRS CT",NA,6,NA,1,1,NA
"5137","CA","Los Angeles","COUNTRY VILLA PAVILION NURSING CENTER",NA,15,1,1,NA,NA
"5138","CA","Los Angeles","COUNTRY VILLA TERRACE NRSG CTR",NA,1,NA,NA,NA,NA
"5139","CA","Los Angeles","EASTLAND SUBACUTE AND REHABILITATION CENTER",NA,3,27,NA,NA,1
"5140","CA","Los Angeles","FOOTHILL HEIGHTS CARE CENTER",NA,12,NA,NA,8,NA
"5141","CA","Los Angeles","GARDEN CREST REHABILITATION CENTER",NA,1,2,NA,7,NA
"5142","CA","Los Angeles","GLENDALE POST ACUTE CENTER",NA,1,NA,NA,NA,NA
"5143","CA","Los Angeles","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF",NA,6,NA,NA,NA,1
"5144","CA","Los Angeles","LAKEWOOD HEALTHCARE CENTER",NA,3,NA,5,NA,NA
"5145","CA","Los Angeles","LITTLE SISTERS OF THE POOR",NA,3,NA,1,NA,NA
"5146","CA","Los Angeles","LIVE OAK REHAB CENTER",NA,2,2,NA,NA,NA
"5147","CA","Los Angeles","MAYFLOWER GARDENS CONVALESCENT HOSPITAL",NA,18,NA,5,4,NA
"5148","CA","Los Angeles","MONROVIA POST ACUTE",NA,1,NA,1,NA,NA
"5149","CA","Los Angeles","MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER",NA,1,NA,1,NA,NA
"5150","CA","Los Angeles","MOUNT SAN ANTONIO GARDENS",NA,2,NA,NA,NA,NA
"5151","CA","Los Angeles","NEW VISTA POST- ACUTE CARE CENTER",NA,7,NA,5,5,1
"5152","CA","Los Angeles","OCEAN POINTE HEALTHCARE CENTER",NA,4,NA,1,NA,NA
"5153","CA","Los Angeles","PALAZZO POST ACUTE",NA,3,NA,2,NA,NA
"5154","CA","Los Angeles","PICO RIVERA HEALTHCARE CENTER",NA,8,11,8,NA,NA
"5155","CA","Los Angeles","PROVIDENCE LITTLE CO OF MARY TRANSITIONAL CARE CTR",NA,3,NA,NA,NA,NA
"5156","CA","Los Angeles","PROVIDENCE LITTLE COMP OF MARY SUBACUTE CARE CTR",NA,3,NA,NA,NA,3
"5157","CA","Los Angeles","ROYAL PALMS POST ACUTE",NA,1,1,1,2,NA
"5158","CA","Los Angeles","SANTA FE HEIGHTS HEALTHCARE CENTER, LLC",NA,10,NA,NA,2,NA
"5159","CA","Los Angeles","SOUTHERN CALIFORNIA HOSP AT CULVER CITY D/P SNF",NA,2,NA,NA,NA,2
"5160","CA","Los Angeles","TEMPLE CITY HEALTHCARE",NA,1,NA,NA,NA,NA
"5161","CA","Los Angeles","THE REHABILITATION CENTER OF SANTA MONICA",NA,11,9,2,2,NA
"5162","CA","Los Angeles","WEST HAVEN HEALTHCARE",NA,1,1,1,1,NA
"5163","CA","Los Angeles","WINDSOR CARE CENTER OF CHEVIOT HILLS",NA,5,3,6,5,NA
"5164","CA","Los Angeles","WINDSOR GARDENS CONVALESCENT HOSPITAL",NA,16,NA,NA,1,NA
"5165","CA","Los Angeles","YORK HEALTHCARE & WELLNESS CENTRE",NA,18,4,4,1,NA
"5166","CA","Marin","NOVATO HEALTHCARE CENTER",NA,1,1,NA,NA,NA
"5167","CA","Marin","SMITH RANCH SKILLED NURSING & REHABILITATION CENTE",NA,2,9,NA,NA,NA
"5168","CA","Mendocino","SHERWOOD OAKS HEALTH CENTER",NA,1,NA,NA,NA,NA
"5169","CA","Mendocino","UKIAH POST ACUTE",NA,1,NA,1,NA,NA
"5170","CA","Orange","ADVANCED REHAB CENTER OF TUSTIN",NA,1,NA,NA,NA,NA
"5171","CA","Orange","ALTA GARDENS CARE CENTER",NA,4,NA,NA,NA,NA
"5172","CA","Orange","ANAHEIM HEALTHCARE CENTER, LLC",NA,2,1,2,3,NA
"5173","CA","Orange","CHAPMAN GLOBAL MEDICAL CENTER D/P SNF",NA,21,NA,NA,NA,NA
"5174","CA","Orange","SEA CLIFF HEALTHCARE CENTER",NA,3,NA,NA,NA,NA
"5175","CA","Orange","SUN MAR NURSING CENTER",NA,1,NA,NA,NA,NA
"5176","CA","Orange","WEST ANAHEIM EXTENDED CARE",NA,1,NA,NA,NA,NA
"5177","CA","Placer","OAK RIDGE HEALTHCARE CENTER",NA,1,NA,NA,NA,NA
"5178","CA","Riverside","RIVERSIDE BEHAVIORAL HEALTHCARE CENTER",NA,2,2,2,NA,NA
"5179","CA","Riverside","THE SPRINGS HEALTH AND REHABILITATION CENTER",NA,19,NA,NA,2,NA
"5180","CA","Sacramento","NORWOOD PINES ALZHEIMERS CENTER",NA,1,NA,1,NA,NA
"5181","CA","Sacramento","PIONEER HOUSE",NA,19,2,6,3,NA
"5182","CA","San Diego","GLENBROOK",NA,8,1,NA,NA,NA
"5183","CA","San Diego","HILLCREST MANOR SANITARIUM",NA,1,1,NA,NA,NA
"5184","CA","San Diego","MISSION HILLS POST ACUTE CARE",NA,4,NA,NA,1,NA
"5185","CA","San Diego","PARADISE VALLEY HEALTH CARE",NA,1,NA,NA,NA,NA
"5186","CA","San Diego","PARKWAY HILLS NURSING & REHABILITATION",NA,8,2,5,NA,NA
"5187","CA","San Francisco","LAUREL HEIGHTS COMMUNITY CARE",NA,1,NA,NA,NA,NA
"5188","CA","San Francisco","THE AVENUES TRANSITIONAL CARE CENTER",NA,20,1,11,NA,NA
"5189","CA","San Joaquin","FULTON GARDENS POST ACUTE, LLC",NA,4,NA,NA,NA,NA
"5190","CA","San Joaquin","LINCOLN SQUARE POST ACUTE CARE",NA,1,NA,NA,NA,NA
"5191","CA","San Joaquin","PLYMOUTH SQUARE",NA,17,1,9,3,NA
"5192","CA","San Mateo","SAN BRUNO SKILLED NURSING",NA,2,NA,NA,NA,NA
"5193","CA","Santa Barbara","CASA DORINDA",NA,1,NA,NA,NA,NA
"5194","CA","Santa Barbara","VILLA MARIA POST ACUTE",NA,1,NA,NA,NA,NA
"5195","CA","Santa Clara","CHILDRENS HC ORG NO CA SARATOGA PEDIATRIC SUBACUTE",NA,1,NA,NA,NA,NA
"5196","CA","Santa Clara","EMPRESS CARE CENTER, LLC",NA,1,NA,5,NA,NA
"5197","CA","Santa Clara","SAN TOMAS CONVALESCENT HOSPITAL",NA,1,NA,NA,NA,NA
"5198","CA","Santa Clara","SARATOGA RETIREMENT COMMUNITY HEALTH CENTER",NA,9,3,NA,1,NA
"5199","CA","Santa Clara","THE VILLAS AT SARATOGA SKILLED NSG & ASSISTED LVG",NA,2,NA,3,1,NA
"5200","CA","Santa Clara","WESTWOOD POST ACUTE",NA,1,2,NA,NA,NA
"5201","CA","Santa Cruz","DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ",NA,1,NA,2,1,NA
"5202","CA","Solano","FAIRFIELD POST-ACUTE REHAB",NA,3,NA,NA,NA,NA
"5203","CA","Stanislaus","CASA DE MODESTO",NA,2,NA,NA,3,NA
"5204","CA","Stanislaus","VINTAGE FAIRE NURSING & REHABILITATION CENTER",NA,21,NA,3,NA,NA
"5205","CO","Boulder","FLATIRONS HEALTH & REHAB, LLC",NA,5,NA,NA,1,NA
"5206","CO","Denver","LITTLE SISTERS OF THE POOR - MULLEN HOME",NA,1,NA,1,NA,NA
"5207","CO","Douglas","SUITES PARKER, THE",NA,1,NA,NA,NA,NA
"5208","CO","El Paso","CENTER AT CENTENNIAL, THE",NA,2,NA,13,3,NA
"5209","CO","Fremont","CENTURA HEALTH PROGRESSIVE CARE CENTER",NA,1,NA,NA,NA,NA
"5210","CO","Logan","DEVONSHIRE ACRES",NA,5,NA,1,NA,NA
"5211","CO","Moffat","SANDROCK RIDGE CARE AND REHAB",NA,3,1,3,NA,NA
"5212","CO","Morgan","VALLEY VIEW VILLA",NA,1,1,40,38,NA
"5213","CT","Fairfield","GREENWICH WOODS REHABILITATION",NA,3,NA,1,NA,NA
"5214","CT","Fairfield","HANCOCK HALL",NA,2,NA,NA,NA,NA
"5215","CT","Fairfield","NEWTOWN REHABILITATION & HEALTH CARE CENTER",NA,1,NA,NA,NA,NA
"5216","CT","Hartford","MAPLE VIEW MANOR",NA,1,1,NA,1,NA
"5217","CT","Hartford","WINDSOR HEALTH AND REHABILITATION CENTER, LLC",NA,8,NA,NA,NA,NA
"5218","CT","Middlesex","AARON MANOR NURSING & REHABILITATION",NA,2,1,NA,NA,NA
"5219","CT","New Haven","WATROUS NURSING CENTER",NA,1,NA,NA,NA,NA
"5220","CT","New Haven","WHISPERING PINES REHABILITATION AND NURSING CENTER",NA,3,1,NA,NA,NA
"5221","CT","Windham","WESTVIEW NURSING CARE & REHAB",NA,1,NA,28,NA,NA
"5222","DC","District Of Columbia","FOREST HILLS OF DC",NA,1,NA,NA,NA,NA
"5223","DC","District Of Columbia","LISNER LOUISE DICKSON HURTHOME",NA,6,NA,13,1,NA
"5224","DE","Kent","CADIA REHABILITATION CAPITOL",NA,4,NA,4,4,NA
"5225","DE","Kent","WESTMINSTER VILLAGE HEALTH",NA,1,NA,NA,NA,NA
"5226","DE","New Castle","EXCEPTIONAL CARE FOR CHILDREN",NA,1,NA,NA,NA,NA
"5227","DE","New Castle","NEWARK MANOR NURSING HOME",NA,1,NA,NA,NA,NA
"5228","FL","Brevard","COURTENAY SPRINGS VILLAGE",NA,17,NA,7,2,NA
