"","Provider.State","County","Provider.Name","WeeksofShortage_of_AD_by_Provider","WeeksofShortage_of_CS_by_Provider","WeeksofShortage_of_NS_by_Provider","WeeksofShortage_of_OS_by_Provider"
"4226","MN","St. Louis","COOK COMMUNITY HOSPITAL C&NC",33,NA,NA,1
"4227","MN","St. Louis","CORNERSTONE VILLA",39,NA,26,10
"4228","MN","St. Louis","ECUMEN LAKESHORE",6,NA,6,1
"4229","MN","St. Louis","ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER",1,1,1,2
"4230","MN","St. Louis","ESSENTIA HEALTH VIRGINIA CARE CENT",10,NA,20,1
"4231","MN","St. Louis","FRANCISCAN HEALTH CENTER",43,NA,43,43
"4232","MN","St. Louis","GUARDIAN ANGELS HEALTH & REHAB CENTER",3,1,6,2
"4233","MN","St. Louis","HERITAGE MANOR",3,NA,2,NA
"4234","MN","St. Louis","THE NORTH SHORE ESTATES LLC",4,3,4,3
"4235","MN","St. Louis","THE WATERVIEW WOODS LLC",18,3,15,15
"4236","MN","St. Louis","VIEWCREST HEALTH CENTER",43,1,43,31
"4237","MN","Stearns","ASSUMPTION HOME",1,NA,1,4
"4238","MN","Stearns","BELGRADE NURSING HOME",6,1,5,5
"4239","MN","Stearns","CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME",19,NA,6,NA
"4240","MN","Stearns","CENTRACARE HEALTH SYSTEM - MELROSE PINE VILLA C C",5,5,5,5
"4241","MN","Stearns","MOTHER OF MERCY SENIOR LIVING",12,2,14,3
"4242","MN","Stearns","TALAHI NURSING AND REHAB CENTER",7,NA,7,NA
"4243","MN","Steele","KODA LIVING COMMUNITY",26,1,14,2
"4244","MN","Steele","PRAIRIE MANOR CARE CENTER",1,1,1,2
"4245","MN","Stevens","WEST WIND VILLAGE",42,1,42,42
"4246","MN","Swift","APPLETON AREA HEALTH",32,8,24,21
"4247","MN","Todd","CENTRACARE HEALTH SYSTEM - LONG PRAIRIE",16,9,12,7
"4248","MN","Todd","CENTRAL TODD COUNTY CARE CENTER",36,9,24,37
"4249","MN","Todd","LAKEWOOD HEALTH SYSTEM",1,1,1,1
"4250","MN","Traverse","BROWNS VALLEY HEALTH CENTER",25,NA,22,1
"4251","MN","Traverse","TRAVERSE CARE CENTER",30,1,29,19
"4252","MN","Wabasha","THE GREEN PRAIRIE REHABILITATION CENTER",43,43,43,43
"4253","MN","Wadena","FAIR OAKS NURSING & REHAB LLC",24,1,21,6
"4254","MN","Wadena","GREEN PINE ACRES NURSING HOME",3,NA,4,NA
"4255","MN","Waseca","LAKESHORE INN NURSING HOME",1,1,1,1
"4256","MN","Waseca","NEW RICHLAND CARE CENTER",1,NA,1,NA
"4257","MN","Waseca","WHISPERING CREEK",25,NA,NA,NA
"4258","MN","Washington","GABLES OF BOUTWELLS LANDING",37,NA,26,12
"4259","MN","Washington","GOOD SAMARITAN SOCIETY - STILLWATER",38,2,38,38
"4260","MN","Washington","NORRIS SQUARE",28,NA,9,7
"4261","MN","Washington","ST THERESE OF WOODBURY LLC",37,NA,29,13
"4262","MN","Washington","THE ESTATES AT GREELEY LLC",18,1,2,2
"4263","MN","Washington","THE ESTATES AT LINDEN LLC",20,3,5,3
"4264","MN","Washington","WOODBURY HEALTH CARE CENTER",2,1,1,NA
"4265","MN","Watonwan","GOOD SAMARITAN SOCIETY - ST JAMES",43,NA,26,2
"4266","MN","Watonwan","LIVING MEADOWS AT LUTHER - MADELIA",32,NA,32,21
"4267","MN","Wilkin","ST FRANCIS HOME",14,NA,14,NA
"4268","MN","Winona","LAKE WINONA MANOR",17,4,18,5
"4269","MN","Winona","SAINT ANNE EXTENDED HEALTHCARE",4,4,8,4
"4270","MN","Wright","ANNANDALE CARE CENTER",28,NA,19,1
"4271","MN","Wright","CENTRACARE HEALTH - MONTICELLO",2,2,2,4
"4272","MN","Wright","GOOD SAMARITAN SOCIETY - HOWARD LAKE",35,NA,35,10
"4273","MN","Wright","LAKE RIDGE CARE CENTER OF BUFFALO",34,NA,15,NA
"4274","MN","Wright","PARK VIEW CARE CENTER",35,1,35,40
"4275","MN","Wright","THE ESTATES AT DELANO LLC",39,7,40,19
"4276","MN","Yellow Medicine","CLARKFIELD CARE CENTER",34,NA,42,15
"4277","MN","Yellow Medicine","SYLVAN COURT",33,1,35,35
"4278","MO","Adair","KIRKSVILLE MANOR CARE CENTER",6,NA,15,3
"4279","MO","Adair","TWIN PINES ADULT CARE CENTER",7,NA,3,3
"4280","MO","Andrew","SHADY LAWN LIVING CENTER",29,2,11,3
"4281","MO","Atchison","TARKIO REHABILITATION & HEALTH CARE",12,7,10,6
"4282","MO","Audrain","PIN OAKS LIVING CENTER",42,3,42,37
"4283","MO","Audrain","TRI-COUNTY CARE CENTER",34,3,27,28
"4284","MO","Barry","BENTONVIEW PARK HEALTH & REHABILITATION",1,1,1,1
"4285","MO","Barry","LACOBA HOMES INC",3,NA,3,NA
"4286","MO","Barry","ROARING RIVER HEALTH AND REHABILITATION",29,2,10,2
"4287","MO","Bates","ADRIAN MANOR HEALTH & REHABILITATION CENTER",2,NA,2,NA
"4288","MO","Bates","BUTLER CENTER FOR REHABILITATION AND HEALTHCARE",37,2,38,NA
"4289","MO","Bates","MEDICALODGES BUTLER",2,NA,3,NA
"4290","MO","Benton","GOOD SAMARITAN CARE CENTER",2,NA,NA,NA
"4291","MO","Bollinger","STONEBRIDGE MARBLE HILL",4,4,4,4
"4292","MO","Boone","ASHLAND HEALTHCARE",32,7,33,14
"4293","MO","Boone","BLUFFS, THE",40,3,41,41
"4294","MO","Boone","COLUMBIA POST ACUTE",25,3,25,3
"4295","MO","Boone","HERITAGE HALL NURSING CENTER",2,NA,15,2
"4296","MO","Boone","LENOIR HEALTH CARE CENTER",2,NA,2,NA
"4297","MO","Boone","NEIGHBORHOODS REHAB & SKILLED NURSING BY TIGERPLAC",13,2,13,4
"4298","MO","Boone","PARKSIDE MANOR",11,3,15,10
"4299","MO","Boone","SOUTH HAMPTON PLACE",9,3,14,8
"4300","MO","Boone","VILLA AT BLUE RIDGE, THE",1,NA,NA,NA
"4301","MO","Buchanan","ABBEY WOODS CENTER FOR REHABILITATION AND HEALING",28,NA,37,NA
"4302","MO","Buchanan","CARRIAGE SQUARE LIVING & REHAB CENTER",2,NA,2,3
"4303","MO","Buchanan","DIVERSICARE OF ST JOSEPH",32,1,19,8
"4304","MO","Buchanan","LIVING COMMUNITY OF ST JOSEPH",34,5,8,5
"4305","MO","Buchanan","RIVERSIDE PLACE",1,NA,NA,NA
"4306","MO","Buchanan","ST JOSEPH CHATEAU",2,1,1,1
"4307","MO","Butler","CEDARGATE HEALTHCARE",5,NA,6,NA
"4308","MO","Butler","MARK TWAIN CARING CENTER",28,1,16,4
"4309","MO","Butler","OAKDALE CARE CENTER",9,2,5,3
"4310","MO","Butler","WESTWOOD HILLS HEALTH & REHABILITATION CENTER",11,1,10,3
"4311","MO","Caldwell","GOLDEN AGE NURSING HOME",40,1,NA,38
"4312","MO","Callaway","FULTON MANOR CARE CENTER",29,3,6,10
"4313","MO","Callaway","FULTON NURSING & REHAB",33,NA,43,NA
"4314","MO","Callaway","KINGDOM CARE SENIOR LIVING LLC",25,NA,25,5
"4315","MO","Camden","CAMDENTON WINDSOR ESTATES",9,NA,11,1
"4316","MO","Camden","LAKE REGIONAL HEALTH SYSTEMS",4,4,4,4
"4317","MO","Camden","OSAGE BEACH REHABILITATION AND HEALTH CARE CENTER",22,NA,39,NA
"4318","MO","Camden","OZARK REHABILITATION & HEALTH CARE CENTER",23,NA,13,10
"4319","MO","Cape Girardeau","CHATEAU GIRARDEAU",13,1,2,1
"4320","MO","Cape Girardeau","MONTICELLO HOUSE",42,NA,30,13
"4321","MO","Cape Girardeau","RATLIFF CARE CENTER",28,1,36,28
"4322","MO","Carroll","LIFE CARE CENTER OF CARROLLTON",7,NA,11,NA
"4323","MO","Cass","BEAUTIFUL SAVIOR HOME",2,2,2,2
"4324","MO","Cass","CROWN CARE CENTER",3,NA,1,NA
"4325","MO","Cass","FOXWOOD SPRINGS LIVING CENTER",1,NA,NA,1
"4326","MO","Cass","MEADOW VIEW OF HARRISONVILLE HEALTH & REHAB",23,NA,22,16
"4327","MO","Cass","REDWOOD OF RAYMORE",15,NA,11,NA
"4328","MO","Chariton","BRUNSWICK NURSING & REHAB",29,NA,42,1
"4329","MO","Chariton","CHARITON PARK HEALTH CARE CENTER",4,3,7,3
"4330","MO","Chariton","PIONEER SKILLED NURSING CENTER",4,3,5,2
"4331","MO","Christian","NIXA NURSING & REHAB",2,NA,2,NA
"4332","MO","Christian","OZARK NURSING AND CARE CENTER",25,NA,24,8
"4333","MO","Christian","OZARK RIVERVIEW MANOR",21,NA,14,19
"4334","MO","Clark","CLARK COUNTY NURSING HOME",1,1,1,1
"4335","MO","Clay","ASHTON COURT CARE AND REHABILITATION CENTRE",25,3,28,5
"4336","MO","Clay","EXCELSIOR SPRINGS NURSING & REHAB",7,2,2,4
"4337","MO","Clay","LIBERTY HEALTH & WELLNESS",42,NA,33,NA
"4338","MO","Clay","MCCRITE PLAZA AT BRIARCLIFF SKILLED FACILITY",12,2,19,2
"4339","MO","Clay","NEW MARK CARE CENTER",3,2,2,2
"4340","MO","Clay","NORTERRE",2,2,2,2
"4341","MO","Clay","NORTHLAND REHABILITATION & HEALTH CARE CENTER",1,1,1,1
"4342","MO","Clay","PLEASANT VALLEY MANOR CARE CENTER",24,4,24,5
"4343","MO","Clay","SMITHVILLE LIVING CENTER",13,13,13,13
"4344","MO","Clay","VALLEY MANOR AND REHABILITATION CENTER",3,1,2,1
"4345","MO","Clinton","NICK'S HEALTH CARE CENTER, LLC",40,3,11,35
"4346","MO","Clinton","QUAIL RUN HEALTH CARE CENTER",7,4,6,4
"4347","MO","Clinton","REDWOOD OF CAMERON",3,3,3,3
"4348","MO","Cole","ADAMS STREET -A STONEBRIDGE COMMUNITY",4,4,4,4
"4349","MO","Cole","HEISINGER LUTHERAN HOME",2,NA,2,NA
"4350","MO","Cole","JEFFERSON CITY MANOR CARE CENTER",3,NA,3,3
"4351","MO","Cole","OAK TREE VILLAS-A STONEBRIDGE COMMUNITY",4,4,4,4
"4352","MO","Cole","RIVER CITY LIVING COMMUNITY",23,NA,11,3
"4353","MO","Cole","ST JOSEPH'S BLUFFS",2,NA,2,NA
"4354","MO","Cole","VILLA MARIE-A STONEBRIDGE COMMUNITY",4,4,4,4
"4355","MO","Cooper","KATY MANOR",1,1,1,1
"4356","MO","Cooper","LAKEVIEW HEALTH CARE & REHABILITATION CENTER",10,NA,15,14
"4357","MO","Crawford","CUBA MANOR INC",43,27,42,41
"4358","MO","Crawford","MERAMEC NURSING CENTER",41,NA,31,25
"4359","MO","Dade","DADE COUNTY NURSING HOME DISTRICT",35,NA,33,7
"4360","MO","Daviess","DAVIESS COUNTY NURSING AND REHABILITATION",33,NA,24,34
"4361","MO","DeKalb","SUNSET HOME",43,4,43,32
"4362","MO","Dent","SALEM CARE CENTER",3,1,2,1
"4363","MO","Dent","SALEM MEMORIAL DISTRICT HOSPITAL",2,NA,3,NA
"4364","MO","Dent","SEVILLE CARE CENTER",40,17,39,20
"4365","MO","Dunklin","HERITAGE NURSING CENTER-SKILLED NURS BY AMERICARE",5,1,9,2
"4366","MO","Dunklin","MALDEN NURSING & REHAB",20,NA,21,NA
"4367","MO","Dunklin","RIDGEVIEW LIVING COMMUNITY",1,1,1,1
"4368","MO","Dunklin","SENATH SOUTH HEALTH CARE CENTER",10,NA,20,1
"4369","MO","Franklin","GERALD NURSING AND REHAB",29,NA,33,2
"4370","MO","Franklin","LIFE CARE CENTER OF SULLIVAN",4,NA,NA,5
"4371","MO","Franklin","NEW HAVEN CARE CENTER",6,2,2,2
"4372","MO","Franklin","ST CLAIR NURSING CENTER",3,2,1,1
"4373","MO","Franklin","UNION CARE CENTER",42,NA,42,43
"4374","MO","Gasconade","FRENE VALLEY OF OWENSVILLE-A STONEBRIDGE COMMUNITY",4,4,4,4
"4375","MO","Gasconade","STONEBRIDGE HERMANN",4,4,4,4
"4376","MO","Greene","ASH GROVE HEALTHCARE FACILITY",2,NA,2,NA
"4377","MO","Greene","BROOKHAVEN NURSING & REHAB",1,1,1,1
"4378","MO","Greene","GLENDALE GARDENS NURSING & REHAB",7,1,2,1
"4379","MO","Greene","JAMES RIVER NURSING AND REHABILITATION",7,NA,7,NA
"4380","MO","Greene","MAPLES HEALTH AND REHABILITATION, THE",1,NA,2,1
"4381","MO","Greene","MARANATHA VILLAGE, INC",3,1,3,2
"4382","MO","Greene","NEIGHBORHOODS AT QUAIL CREEK, THE",5,3,5,3
"4383","MO","Greene","SONSHINE MANOR",4,4,4,4
"4384","MO","Greene","SPRINGFIELD REHABILITATION & HEALTH CARE CENTER",24,NA,24,2
"4385","MO","Greene","SPRINGFIELD VILLA",4,4,4,4
"4386","MO","Greene","STRAFFORD CARE CENTER",38,NA,35,7
"4387","MO","Greene","WILSON'S CREEK NURSING & REHAB",2,2,2,2
"4388","MO","Greene","WOODLAND MANOR",17,NA,18,21
"4389","MO","Grundy","EASTVIEW MANOR CARE CENTER",3,3,3,3
"4390","MO","Grundy","SUNNYVIEW NURSING HOME & APARTMENTS",18,9,16,11
"4391","MO","Henry","WESTWOOD LIVING CENTER",16,1,34,1
"4392","MO","Henry","WINDSOR HEALTHCARE & REHAB CENTER",23,NA,17,NA
"4393","MO","Hickory","HERMITAGE NURSING & REHAB",3,3,4,3
"4394","MO","Holt","TIFFANY HEIGHTS",1,1,1,1
"4395","MO","Howard","FAYETTE CARING CENTER",24,24,24,24
"4396","MO","Howell","BROOKE HAVEN HEALTHCARE",11,3,11,3
"4397","MO","Howell","WEST VUE NURSING AND REHABILITATION CENTER",37,NA,29,36
"4398","MO","Howell","WILLOW CARE NURSING HOME",37,NA,28,30
"4399","MO","Iron","BELLEVIEW VALLEY NURSING HOME",27,NA,18,1
"4400","MO","Iron","STONECREST HEALTHCARE",19,3,31,8
"4401","MO","Jackson","AUTUMN TERRACE HEALTH & REHABILITATION",5,NA,5,NA
"4402","MO","Jackson","BRIDGEWOOD HEALTH CARE CENTER",2,1,1,1
"4403","MO","Jackson","CLARA MANOR NURSING HOME",2,2,2,2
"4404","MO","Jackson","EDGEWOOD MANOR HEALTH CARE CENTER",1,1,1,1
"4405","MO","Jackson","GRAND PAVILION AT THE PLAZA",27,1,27,27
"4406","MO","Jackson","GREGORY RIDGE HEALTH CARE CENTER",43,1,43,37
"4407","MO","Jackson","HIDDEN LAKE CARE CENTER",4,1,1,1
"4408","MO","Jackson","HOPE CARE CENTER",10,1,12,1
"4409","MO","Jackson","INDEPENDENCE MANOR CARE CENTER",11,NA,10,NA
"4410","MO","Jackson","JEANNE JUGAN CENTER",42,1,31,13
"4411","MO","Jackson","JOHN KNOX VILLAGE CARE CENTER",2,1,2,1
"4412","MO","Jackson","KANSAS CITY CENTER FOR REHABILITATION AND HEALTHCA",5,NA,6,NA
"4413","MO","Jackson","LEE'S SUMMIT POINTE HEALTH & REHABILITATION",1,1,1,1
"4414","MO","Jackson","LIFE CARE CENTER OF GRANDVIEW",10,2,10,2
"4415","MO","Jackson","MONTEREY PARK REHABILITATION & HEALTH CARE CENTER",21,1,13,1
"4416","MO","Jackson","MYERS NURSING & CONVALESCENT CENTER",2,2,2,2
"4417","MO","Jackson","OAK GROVE NURSING & REHAB",42,36,42,42
"4418","MO","Jackson","PARKVIEW HEALTHCARE",36,NA,40,18
"4419","MO","Jackson","PARKWAY HEALTH CARE CENTER",1,NA,1,NA
"4420","MO","Jackson","REDWOOD OF BLUE RIVER",1,1,1,1
"4421","MO","Jackson","REDWOOD OF CARMEL HILLS",17,NA,18,1
"4422","MO","Jackson","REDWOOD OF INDEPENDENCE",1,1,1,1
"4423","MO","Jackson","ROSEWOOD HEALTH AND REHAB CENTER",31,37,37,21
"4424","MO","Jackson","SEASONS CARE CENTER",35,1,43,1
"4425","MO","Jackson","SHANGRI-LA REHAB & LIVING CENTER",14,2,14,15
"4426","MO","Jackson","SUMMIT, THE",2,2,2,2
"4427","MO","Jackson","SUNTERRA SPRINGS INDEPENDENCE",4,1,5,1
"4428","MO","Jackson","TIMBERLAKE CARE CENTER",22,15,22,22
"4429","MO","Jackson","TRUMAN GARDENS",7,3,9,4
"4430","MO","Jackson","TRUMAN MEDICAL CENTER LAKEWOOD CARE CENTER",3,3,4,3
"4431","MO","Jackson","VILLAGES OF JACKSON CREEK, THE",8,NA,4,6
"4432","MO","Jackson","WILSHIRE AT LAKEWOOD",2,2,2,4
"4433","MO","Jasper","CARTHAGE HEALTH AND REHABILITATION CENTER",1,NA,1,NA
"4434","MO","Jasper","SPRING RIVER CHRISTIAN VILLAGE INC",9,NA,9,7
"4435","MO","Jasper","ST LUKE'S NURSING CENTER INC",2,NA,2,1
"4436","MO","Jasper","WESTGATE",4,1,3,2
"4437","MO","Jefferson","BIG RIVER NURSING & REHAB",2,2,2,2
"4438","MO","Jefferson","CORI MANOR HEALTHCARE & REHABILITATION CENTER",32,NA,32,17
"4439","MO","Jefferson","CRYSTAL OAKS",1,NA,NA,NA
"4440","MO","Jefferson","FESTUS MANOR",1,1,1,1
"4441","MO","Jefferson","FOUNTAINBLEAU NURSING CENTER",25,13,21,15
"4442","MO","Jefferson","VILLAS-A STONEBRIDGE COMMUNITY, THE",4,4,4,4
"4443","MO","Johnson","JOHNSON COUNTY CARE CENTER",12,2,19,10
"4444","MO","Johnson","WARRENSBURG MANOR CARE CENTER",19,24,20,21
"4445","MO","Knox","KNOX COUNTY NURSING HOME DISTRICT",30,1,30,29
"4446","MO","Laclede","LEBANON SOUTH NURSING & REHAB",2,NA,NA,NA
"4447","MO","Lafayette","LUTHERAN NURSING HOME",4,1,4,4
"4448","MO","Lafayette","MEYER CARE CENTER",1,1,1,1
"4449","MO","Lafayette","NEW HAVEN LIVING CENTER",14,NA,5,5
"4450","MO","Lafayette","RIVERBEND HEIGHTS HEALTH & REHABILITATION",6,1,6,10
"4451","MO","Lawrence","LAWRENCE COUNTY MANOR",11,NA,8,1
"4452","MO","Lawrence","MT VERNON PLACE CARE CENTER, INC",1,1,2,1
"4453","MO","Lawrence","OZARKS METHODIST MANOR, THE",24,NA,20,19
"4454","MO","Lewis","LA BELLE MANOR CARE CENTER",25,1,22,2
"4455","MO","Lewis","LEWIS COUNTY NURSING HOME DISTRICT",1,1,1,1
"4456","MO","Lincoln","ELSBERRY MISSOURI HEALTH CARE CENTER",1,NA,14,NA
"4457","MO","Lincoln","LINCOLN COUNTY NURSING & REHAB",43,1,38,37
"4458","MO","Lincoln","SILEX COMMUNITY CARE",43,NA,43,1
"4459","MO","Lincoln","TROY MANOR",40,3,40,37
"4460","MO","Linn","LIFE CARE CENTER OF BROOKFIELD",26,NA,26,1
"4461","MO","Livingston","GRAND RIVER HEALTH CARE",1,NA,NA,NA
"4462","MO","Livingston","INDIAN HILLS-A STONEBRIDGE COMMUNITY",4,4,4,4
"4463","MO","Livingston","LIVINGSTON MANOR CARE CENTER",18,2,14,1
"4464","MO","Livingston","MORNINGSIDE CENTER",38,NA,19,20
"4465","MO","Macon","LA PLATA NURSING HOME",3,1,2,1
"4466","MO","Macon","LOCH HAVEN",42,NA,38,1
"4467","MO","Madison","MADISON MEDICAL CENTER",1,1,1,1
"4468","MO","Maries","MARIES MANOR",43,1,42,43
"4469","MO","Marion","BETH HAVEN NURSING HOME",2,1,4,1
"4470","MO","Marion","LEVERING REGIONAL HEALTH CARE CENTER",43,NA,43,NA
"4471","MO","Marion","LUTHER MANOR RETIREMENT & NURSING CENTER",2,NA,NA,2
"4472","MO","Marion","MAPLE LAWN NURSING HOME",23,1,18,9
"4473","MO","Marion","WILLOW CARE REHABILITATION & HEALTH CARE CENTER",21,4,28,4
"4474","MO","Mercer","PEARL'S II EDEN FOR ELDERS",10,1,10,5
"4475","MO","Miller","LAKESIDE MEADOWS-A STONEBRIDGE COMMUNITY",4,4,4,4
"4476","MO","Miller","ST ELIZABETH CARE CENTER",26,2,3,3
"4477","MO","Mississippi","BERTRAND NURSING AND REHAB CENTER",3,2,5,2
"4478","MO","Mississippi","CHARLESTON MANOR",24,2,9,11
"4479","MO","Moniteau","CALIFORNIA CARE CENTER",2,2,2,2
"4480","MO","Moniteau","MONITEAU CARE CENTER",37,8,38,15
"4481","MO","Monroe","MONROE MANOR",4,NA,4,NA
"4482","MO","Montgomery","GAMMA ROAD LODGE",37,NA,17,28
"4483","MO","Montgomery","JONESBURG NURSING & REHAB",43,NA,43,29
"4484","MO","Montgomery","ST ANDREW'S AT NEW FLORENCE",40,42,41,1
"4485","MO","Morgan","GOLDEN AGE LIVING CENTER",39,1,33,2
"4486","MO","Morgan","GOOD SHEPHERD CARE CENTER",3,NA,NA,4
"4487","MO","Morgan","LAURIE CARE CENTER",1,1,1,1
"4488","MO","New Madrid","DELTA SOUTH NURSING & REHABILITATION",6,3,5,NA
"4489","MO","New Madrid","GIDEON CARE CENTER",1,1,1,1
"4490","MO","New Madrid","PORTAGEVILLE HEALTH CARE CENTER",3,3,4,2
"4491","MO","New Madrid","WESTFIELD NURSING CENTER, INC",37,NA,28,1
"4492","MO","Newton","GRANBY HOUSE",2,2,2,2
"4493","MO","Newton","MEDICALODGES NEOSHO",24,3,24,NA
"4494","MO","Newton","NHC HEALTHCARE, JOPLIN",10,10,11,10
"4495","MO","Newton","SENECA HOUSE",1,1,1,1
"4496","MO","Nodaway","NODAWAY NURSING HOME",1,1,3,1
"4497","MO","Osage","LINN OAK REHABILITATION CENTER",8,2,9,1
"4498","MO","Osage","WESTPHALIA HILLS-A STONEBRIDGE COMMUNITY",4,4,4,4
"4499","MO","Ozark","GAINESVILLE HEALTH CARE CENTER",34,NA,13,10
"4500","MO","Pemiscot","PEMISCOT COUNTY MEMORIAL HOSPITAL",10,NA,10,NA
"4501","MO","Pemiscot","RIVER OAKS CARE CENTER",2,NA,1,2
"4502","MO","Perry","ESTATES OF PERRYVILLE, LLC, THE",42,7,42,39
"4503","MO","Pettis","FAIR VIEW NURSING HOME",32,1,23,1
"4504","MO","Pettis","FOUR SEASONS LIVING CENTER",17,14,17,17
"4505","MO","Pettis","REST HAVEN CONVALESCENT AND RETIREMENT HOME",37,3,43,4
"4506","MO","Pettis","SYLVIA G THOMPSON RESIDENCE CENTER, INC",1,1,1,1
"4507","MO","Phelps","CEDAR POINTE",2,NA,5,NA
"4508","MO","Phelps","ROLLA HEALTH & REHABILITATION SUITES",2,NA,NA,NA
"4509","MO","Phelps","ROLLA PRESBYTERIAN MANOR",1,1,1,1
"4510","MO","Phelps","SILVERSTONE PLACE",3,3,8,3
"4511","MO","Phelps","ST JAMES LIVING CENTER",43,NA,41,21
"4512","MO","Pike","COUNTRY VIEW NURSING FACILITY, INC",4,3,4,5
"4513","MO","Pike","MAPLE GROVE LODGE",37,1,38,23
"4514","MO","Platte","GARDEN VALLEY HEALTHCARE CENTER",3,3,6,3
"4515","MO","Platte","HILLVIEW NURSING & REHAB",41,3,41,37
"4516","MO","Platte","RIVERSIDE NURSING & REHABILITATION CENTER, LLC",2,NA,2,1
"4517","MO","Platte","TIFFANY SPRINGS REHABILITATION & HEALTH CARE CENTE",1,NA,1,NA
"4518","MO","Polk","NORTHWOOD HILLS CARE CENTER",40,2,41,18
"4519","MO","Pulaski","DIXON NURSING & REHAB",1,1,1,1
"4520","MO","Pulaski","RICHLAND CARE CENTER INC",2,2,10,3
"4521","MO","Putnam","PUTNAM COUNTY CARE CENTER",28,1,28,8
"4522","MO","Ralls","WESTVIEW NURSING HOME",2,2,2,2
"4523","MO","Randolph","NORTH VILLAGE PARK",22,4,19,25
"4524","MO","Randolph","VALLEY VIEW HEALTH & REHABILITATION",35,NA,30,3
"4525","MO","Ray","SHIRKEY NURSING AND REHABILITATION CENTER",39,18,27,5
"4526","MO","Ripley","CURRENT RIVER NURSING CENTER, INC",1,1,13,3
"4527","MO","Saline","LEGENDARY NURSING & REHABILITATION LLC",41,NA,41,13
"4528","MO","Scotland","SCOTLAND COUNTY CARE CENTER",42,NA,42,22
"4529","MO","Scott","CHAFFEE NURSING CENTER",22,3,6,3
"4530","MO","Scott","CLEARVIEW NURSING CENTER",6,NA,6,NA
"4531","MO","Scott","MINER NURSING CENTER",27,18,28,20
"4532","MO","Shelby","CLARENCE CARE CENTER",8,NA,3,NA
"4533","MO","St. Charles","ABBEY SENIOR HEALTH",5,2,2,2
"4534","MO","St. Charles","FRONTIER HEALTH & REHABILITATION",1,1,1,1
"4535","MO","St. Charles","GARDEN VIEW CARE CENTER",5,1,4,2
"4536","MO","St. Charles","LEWIS & CLARK GARDENS",40,3,35,20
"4537","MO","St. Charles","MCCLAY SENIOR CARE",3,3,3,3
"4538","MO","St. Charles","PARKLANE CARE AND REHABILITATION CENTER",3,1,4,2
"4539","MO","St. Charles","VILLAGES OF ST PETERS, THE",24,8,28,8
"4540","MO","St. Charles","WINDSOR ESTATES OF ST CHARLES SNAL, LLC",37,2,24,21
"4541","MO","St. Clair","TRUMAN LAKE MANOR INC",1,1,1,1
"4542","MO","St. Francois","CAMELOT NURSING AND REHABILITATION CENTER",11,NA,27,NA
"4543","MO","St. Francois","COMMUNITY MANOR",1,1,2,1
"4544","MO","St. Francois","SOUTHBROOK-SKILLED NURSING BY AMERICARE",3,NA,3,NA
"4545","MO","St. Francois","ST JOE MANOR",6,NA,NA,NA
"4546","MO","St. Louis","ACKERT PARK SKILLED NURSING & REHABILITATION CENTE",8,1,2,1
"4547","MO","St. Louis","ALEXIAN BROTHERS SHERBROOKE VILLAGE",4,3,5,3
"4548","MO","St. Louis","BALLWIN RIDGE HEALTH & REHABILITATION",3,3,3,3
"4549","MO","St. Louis","BELLEFONTAINE GARDENS NURSING & REHAB",22,12,30,17
"4550","MO","St. Louis","BENTLEYS EXTENDED CARE",6,1,1,1
"4551","MO","St. Louis","BETHESDA DILWORTH",10,3,10,3
"4552","MO","St. Louis","BIG BEND WOODS HEALTHCARE CENTER",2,2,2,2
"4553","MO","St. Louis","BROOKING PARK",26,NA,26,NA
"4554","MO","St. Louis","CHESTNUT REHAB AND NURSING",16,1,15,15
"4555","MO","St. Louis","COMMUNITY CARE CENTER OF LEMAY INC",39,NA,43,10
"4556","MO","St. Louis","CRESTWOOD HEALTH CARE CENTER, LLC",28,NA,28,27
"4557","MO","St. Louis","CRYSTAL CREEK HEALTH AND REHABILITATION CENTER",1,1,9,1
"4558","MO","St. Louis","DELMAR GARDENS NORTH",35,NA,25,NA
"4559","MO","St. Louis","DELMAR GARDENS OF CHESTERFIELD",17,6,20,10
"4560","MO","St. Louis","DELMAR GARDENS OF CREVE COEUR",43,5,43,27
"4561","MO","St. Louis","ESTATES OF SPANISH LAKE, THE",36,1,36,28
"4562","MO","St. Louis","FIESER NURSING CENTER",2,1,5,2
"4563","MO","St. Louis","FLORISSANT VALLEY HEALTH & REHABILITATION CENTER",1,1,1,1
"4564","MO","St. Louis","FRIENDSHIP VILLAGE CHESTERFIELD",20,2,20,9
"4565","MO","St. Louis","FRIENDSHIP VILLAGE SUNSET HILLS",18,1,19,10
"4566","MO","St. Louis","GARDEN VIEW CARE CENTER OF CHESTERFIELD",15,NA,14,NA
"4567","MO","St. Louis","GREEN PARK SENIOR LIVING COMMUNITY",34,4,29,4
"4568","MO","St. Louis","HERITAGE CARE CENTER",41,2,42,31
"4569","MO","St. Louis","LIFE CARE CENTER OF FLORISSANT",20,17,21,NA
"4570","MO","St. Louis","MANOR GROVE, INCORPORATED",38,1,38,33
"4571","MO","St. Louis","MARK TWAIN MANOR",24,6,26,12
"4572","MO","St. Louis","NAZARETH LIVING CENTER",31,1,40,2
