"","Provider.State","County","Provider.Name","Number_of_Available_Beds_by_Provider","Number.of.Ventilators.in.Facility_1","Number.of.Ventilators.in.Use.for.COVID.19_1","Ratio_of_available_vt"
"7088","MI","Wayne","BELLE FOUNTAIN NURSING & REHABILITATION CENTER",1053,NA,NA,NA
"7089","MI","Wayne","BOULEVARD MANOR, LLC",1081,NA,NA,NA
"7090","MI","Wayne","BOULEVARD TEMPLE CARE CENTER, LLC",239,NA,NA,NA
"7091","MI","Wayne","CHERRY HILL FOR NURSING AND REHABILITATION",1414,NA,NA,NA
"7092","MI","Wayne","FAIRLANE SENIOR CARE AND REHAB CENTER",7165,NA,NA,NA
"7093","MI","Wayne","FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER",1205,NA,NA,NA
"7094","MI","Wayne","FOUR CHAPLAINS NRSG CARE CTR",1598,NA,NA,NA
"7095","MI","Wayne","FOUR SEASONS NURSING CENTER OF WESTLAND",2124,NA,NA,NA
"7096","MI","Wayne","HAMILTON NURSING HOME",379,NA,NA,NA
"7097","MI","Wayne","HARTFORD NURSING & REHABILITATION CENTER",1364,NA,NA,NA
"7098","MI","Wayne","HEARTLAND HEALTH CARE CENTER-ALLEN PARK",3401,NA,NA,NA
"7099","MI","Wayne","HEARTLAND HEALTH CARE CENTER-CANTON",3360,NA,NA,NA
"7100","MI","Wayne","HEARTLAND HEALTH CARE CENTER-DEARBORN HEIGHTS",2394,NA,NA,NA
"7101","MI","Wayne","HEARTLAND HEALTH CARE CENTER-LIVONIA",2930,NA,NA,NA
"7102","MI","Wayne","HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS",1534,NA,NA,NA
"7103","MI","Wayne","HENRY FORD VILLAGE, INC",1667,NA,NA,NA
"7104","MI","Wayne","HERITAGE MANOR NURSING AND REHAB CENTER",1233,NA,NA,NA
"7105","MI","Wayne","IMPERIAL, A VILLA CENTER",1666,NA,NA,NA
"7106","MI","Wayne","LIVONIA WOODS NURSING AND REHABILITATION",773,NA,NA,NA
"7107","MI","Wayne","MAPLE MANOR REHAB CENTER",1212,NA,NA,NA
"7108","MI","Wayne","MARYCREST MANOR",1512,NA,NA,NA
"7109","MI","Wayne","MARYWOOD NURSING CARE CENTER",1262,NA,NA,NA
"7110","MI","Wayne","MEDILODGE OF PLYMOUTH",286,NA,NA,NA
"7111","MI","Wayne","MEDILODGE OF TAYLOR",1979,NA,NA,NA
"7112","MI","Wayne","MISSION POINT NSG & PHY REHAB CTR OF CRANBROOK",637,NA,NA,NA
"7113","MI","Wayne","MISSION POINT NSG & PHY REHAB CTR OF ELMWOOD",1459,NA,NA,NA
"7114","MI","Wayne","MISSION POINT NSG & PHY REHAB CTR OF WOODWARD",1283,NA,NA,NA
"7115","MI","Wayne","OAKPOINTE SENIOR CARE AND REHAB CENTER",1010,NA,NA,NA
"7116","MI","Wayne","OMNI CONTINUING CARE",1385,1290,3,0.002
"7117","MI","Wayne","PINE CREEK MANOR SKILLED NURSING & REHAB CENTER",551,NA,NA,NA
"7118","MI","Wayne","QUALICARE NURSING HOME",92,NA,NA,NA
"7119","MI","Wayne","REGENCY AT CANTON",1744,NA,NA,NA
"7120","MI","Wayne","REGENCY AT CHENE",381,NA,NA,NA
"7121","MI","Wayne","REGENCY AT LIVONIA",1694,NA,NA,NA
"7122","MI","Wayne","REGENCY AT WESTLAND",175,NA,NA,NA
"7123","MI","Wayne","REGENCY HEIGHTS-DETROIT",2079,NA,NA,NA
"7124","MI","Wayne","REGENCY, A VILLA CENTER",2004,NA,NA,NA
"7125","MI","Wayne","RIVERGATE HEALTH CARE CENTER",3641,NA,NA,NA
"7126","MI","Wayne","RIVERGATE TERRACE",5226,NA,NA,NA
"7127","MI","Wayne","RIVERVIEW HEALTH & REHAB CENTER",3622,2150,0,0
"7128","MI","Wayne","SHEFFIELD MANOR NURSING & REHAB CENTER",782,NA,NA,NA
"7129","MI","Wayne","SKLD LIVONIA",902,NA,NA,NA
"7130","MI","Wayne","SKLD PLYMOUTH",1007,NA,NA,NA
"7131","MI","Wayne","ST JAMES NURSING CENTER",1267,NA,NA,NA
"7132","MI","Wayne","ST JOSEPH'S, A VILLA CENTER",2503,NA,NA,NA
"7133","MI","Wayne","STAR MANOR OF NORTHVILLE",327,NA,NA,NA
"7134","MI","Wayne","THE LODGE AT TAYLOR",2178,NA,NA,NA
"7135","MI","Wayne","THE RIVERS HEALTH & REHAB CENTER OF GROSSE POINTE",1568,NA,NA,NA
"7136","MI","Wayne","THE VILLA AT GREAT LAKES CROSSING",549,NA,NA,NA
"7137","MI","Wayne","THE VILLA AT THE PARK",628,NA,NA,NA
"7138","MI","Wayne","WEST OAKS SENIOR CARE & REHAB CENTER",1268,NA,NA,NA
"7139","MI","Wayne","WESTLAND, A VILLA CENTER",2338,NA,NA,NA
"7140","MI","Wayne","WESTWOOD NURSING CENTER",1201,NA,NA,NA
"7141","MI","Wayne","WOODHAVEN RETIREMENT COMMUNITY",830,NA,NA,NA
"7142","MI","Wexford","SAMARITAS SENIOR LIVING CADILLAC",2430,NA,NA,NA
"7143","MN","Aitkin","AICOTA HEALTH CARE CENTER",1098,NA,NA,NA
"7144","MN","Aitkin","AITKIN HEALTH SERVICES",195,NA,NA,NA
"7145","MN","Anoka","ANOKA REHABILITATION AND LIVING CENTER",932,NA,NA,NA
"7146","MN","Anoka","CAMILIA ROSE CARE CENTER LLC",580,NA,NA,NA
"7147","MN","Anoka","CREST VIEW LUTHERAN HOME",1113,NA,NA,NA
"7148","MN","Anoka","INTERLUDE RESTORATIVE SUITES UNITY",1238,NA,NA,NA
"7149","MN","Anoka","PARK RIVER ESTATES CARE CENTER",1267,NA,NA,NA
"7150","MN","Anoka","ST ANTHONY HEALTH & REHABILITATION",1905,NA,NA,NA
"7151","MN","Anoka","THE ESTATES AT FRIDLEY LLC",433,NA,NA,NA
"7152","MN","Anoka","THE ESTATES AT TWIN RIVERS LLC",493,NA,NA,NA
"7153","MN","Becker","EMMANUEL NURSING HOME",1160,NA,NA,NA
"7154","MN","Becker","ESSENTIA HEALTH OAK CROSSING",488,NA,NA,NA
"7155","MN","Becker","FRAZEE CARE CENTER",828,53,9,0.17
"7156","MN","Becker","SUNNYSIDE CARE CENTER",340,NA,NA,NA
"7157","MN","Beltrami","GOOD SAMARITAN SOCIETY - BLACKDUCK",243,NA,NA,NA
"7158","MN","Beltrami","HAVENWOOD CARE CENTER",399,NA,NA,NA
"7159","MN","Beltrami","JOURDAIN PERPICH EXT CARE FAC",965,NA,NA,NA
"7160","MN","Beltrami","NEILSON PLACE",238,NA,NA,NA
"7161","MN","Benton","GOOD SHEPHERD LUTHERAN HOME",1300,NA,NA,NA
"7162","MN","Benton","THE GARDENS AT FOLEY LLC",353,NA,NA,NA
"7163","MN","Big Stone","ESSENTIA HEALTH GRACE HOME",851,NA,NA,NA
"7164","MN","Big Stone","FAIRWAY VIEW NEIGHBORHOODS",312,NA,NA,NA
"7165","MN","Blue Earth","HILLCREST CARE & REHABILITATION CENTER",268,NA,NA,NA
"7166","MN","Blue Earth","LAURELS PEAK CARE & REHABILITATION CENTER",738,NA,NA,NA
"7167","MN","Blue Earth","MAPLETON COMMUNITY HOME",587,NA,NA,NA
"7168","MN","Blue Earth","OAKLAWN CARE & REHABILITATION CENTER",502,NA,NA,NA
"7169","MN","Blue Earth","PATHSTONE LIVING",360,NA,NA,NA
"7170","MN","Brown","DIVINE PROVIDENCE COMMUNITY HOME",592,NA,NA,NA
"7171","MN","Brown","OAK HILLS LIVING CENTER",501,NA,NA,NA
"7172","MN","Brown","SLEEPY EYE CARE CENTER",702,NA,NA,NA
"7173","MN","Brown","ST JOHN LUTHERAN HOME",778,NA,NA,NA
"7174","MN","Carlton","AUGUSTANA MERCY CARE CENTER",714,NA,NA,NA
"7175","MN","Carlton","INTERFAITH CARE CENTER",352,NA,NA,NA
"7176","MN","Carlton","SUNNYSIDE HEALTH CARE CENTER",305,NA,NA,NA
"7177","MN","Carver","AUBURN HOME IN WACONIA",321,NA,NA,NA
"7178","MN","Carver","AUBURN MANOR",464,NA,NA,NA
"7179","MN","Carver","GOOD SAMARITAN SOCIETY - WACONIA AND WESTVIEW ACRE",881,NA,NA,NA
"7180","MN","Cass","GOOD SAMARITAN SOCIETY - PINE RIVER",187,NA,NA,NA
"7181","MN","Chippewa","CLARA CITY CARE CENTER",617,NA,NA,NA
"7182","MN","Chippewa","LUTHER HAVEN",853,NA,NA,NA
"7183","MN","Chisago","ECUMEN NORTH BRANCH",756,NA,NA,NA
"7184","MN","Chisago","MEADOWS ON FAIRVIEW",97,NA,NA,NA
"7185","MN","Chisago","PARMLY ON THE LAKE LLC",661,NA,NA,NA
"7186","MN","Chisago","THE ESTATES AT RUSH CITY LLC",459,NA,NA,NA
"7187","MN","Clay","EVENTIDE LUTHERAN HOME",3389,NA,NA,NA
"7188","MN","Clay","MOORHEAD RESTORATIVE CARE CENTER",2161,NA,NA,NA
"7189","MN","Clay","VALLEY CARE AND REHAB LLC",212,NA,NA,NA
"7190","MN","Clay","VIKING MANOR NURSING HOME",227,NA,NA,NA
"7191","MN","Clearwater","CORNERSTONE NSG & REHAB CENTER",217,NA,NA,NA
"7192","MN","Cook","NORTH SHORE HEALTH",22,NA,NA,NA
"7193","MN","Cottonwood","GOOD SAMARITAN SOCIETY - MOUNTAIN LAKE",555,NA,NA,NA
"7194","MN","Cottonwood","GOOD SAMARITAN SOCIETY - WESTBROOK",385,NA,NA,NA
"7195","MN","Cottonwood","GOOD SAMARITAN SOCIETY - WINDOM",536,NA,NA,NA
"7196","MN","Crow Wing","CUYUNA REGIONAL MEDICAL CENTER",1099,NA,NA,NA
"7197","MN","Crow Wing","GOOD SAMARITAN SOCIETY - BETHANY",1426,NA,NA,NA
"7198","MN","Crow Wing","GOOD SAMARITAN SOCIETY - WOODLAND",450,NA,NA,NA
"7199","MN","Dakota","AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION",1268,NA,NA,NA
"7200","MN","Dakota","AUGUSTANA HCC OF APPLE VALLEY",1788,NA,NA,NA
"7201","MN","Dakota","EBENEZER RIDGES GERIATRIC CARE CENTER",638,NA,NA,NA
"7202","MN","Dakota","GOOD SAMARITAN SOCIETY - INVER GROVE HEIGHTS",612,NA,NA,NA
"7203","MN","Dakota","REGINA SENIOR LIVING",421,NA,NA,NA
"7204","MN","Dakota","SOUTHVIEW ACRES HEALTHCARE CENTER",3627,NA,NA,NA
"7205","MN","Dakota","TRINITY CARE CENTER",780,NA,NA,NA
"7206","MN","Dakota","WALKER METHODIST WESTWOOD RIDGE II",383,NA,NA,NA
"7207","MN","Dakota","WOODLYN HEIGHTS HEALTHCARE CENTER",1087,NA,NA,NA
"7208","MN","Dodge","FAIRVIEW CARE CENTER",666,NA,NA,NA
"7209","MN","Dodge","FIELD CREST CARE CENTER",630,NA,NA,NA
"7210","MN","Douglas","BETHANY ON THE LAKE LLC",428,NA,NA,NA
"7211","MN","Douglas","EVANSVILLE CARE CENTER",597,NA,NA,NA
"7212","MN","Douglas","GALEON",547,NA,NA,NA
"7213","MN","Douglas","KNUTE NELSON",1078,NA,NA,NA
"7214","MN","Faribault","PARKVIEW CARE CENTER - WELLS",430,NA,NA,NA
"7215","MN","Faribault","ST LUKES LUTHERAN CARE CENTER",605,NA,NA,NA
"7216","MN","Fillmore","CHOSEN VALLEY CARE CENTER",1023,NA,NA,NA
"7217","MN","Fillmore","GOOD SHEPHERD LUTHERAN HOME",534,NA,NA,NA
"7218","MN","Fillmore","GREEN LEA SENIOR LIVING",620,NA,NA,NA
"7219","MN","Fillmore","GUNDERSEN HARMONY CARE CENTER",660,NA,NA,NA
"7220","MN","Fillmore","OSTRANDER CARE AND REHAB",346,NA,NA,NA
"7221","MN","Fillmore","SPRING VALLEY CARE CENTER",479,NA,NA,NA
"7222","MN","Freeborn","GOOD SAMARITAN SOCIETY - ALBERT LEA",453,NA,NA,NA
"7223","MN","Freeborn","ST JOHNS LUTHERAN HOME",1804,NA,NA,NA
"7224","MN","Freeborn","ST JOHNS ON FOUNTAIN LAKE",1119,NA,NA,NA
"7225","MN","Freeborn","THORNE CREST RETIREMENT CENTER",655,NA,NA,NA
"7226","MN","Goodhue","BAY VIEW NURSING & REHABILITATION CENTER",1338,159,0,0
"7227","MN","Goodhue","KENYON SUNSET HOME",161,NA,NA,NA
"7228","MN","Goodhue","MAYO CLINIC HEALTH SYSTEM - LAKE CITY",833,137,65,0.474
"7229","MN","Goodhue","PINE HAVEN CARE CENTER INC",132,NA,NA,NA
"7230","MN","Goodhue","ST CRISPIN LIVING COMMUNITY",223,NA,NA,NA
"7231","MN","Goodhue","TERRACE AT CANNON FALLS",2461,NA,NA,NA
"7232","MN","Goodhue","ZUMBROTA CARE CENTER",643,NA,NA,NA
"7233","MN","Grant","BARRETT CARE CENTER INC",416,NA,NA,NA
"7234","MN","Hennepin","ANDREW RESIDENCE",715,NA,NA,NA
"7235","MN","Hennepin","AUGUSTANA CHAPEL VIEW CARE CENTER",1052,NA,NA,NA
"7236","MN","Hennepin","AURORA ON FRANCE",623,NA,NA,NA
"7237","MN","Hennepin","BENEDICTINE HEALTH CENTER OF MINNEAPOLIS",737,731,678,0.927
"7238","MN","Hennepin","BIRCHWOOD CARE HOME",62,NA,NA,NA
"7239","MN","Hennepin","BROOKVIEW A VILLA CENTER",547,NA,NA,NA
"7240","MN","Hennepin","BYWOOD EAST HEALTH CARE",-1230,NA,NA,NA
"7241","MN","Hennepin","CASTLE RIDGE CARE CENTER",380,NA,NA,NA
"7242","MN","Hennepin","CATHOLIC ELDERCARE ON MAIN",1594,NA,NA,NA
"7243","MN","Hennepin","COURAGE KENNY REHABILITATION INSTITUTES TRP",818,NA,NA,NA
"7244","MN","Hennepin","COVENANT LIVING OF GOLDEN VALLEY CARE & REHAB CTR",1186,NA,NA,NA
"7245","MN","Hennepin","EBENEZER CARE CENTER",1046,NA,NA,NA
"7246","MN","Hennepin","EDENBROOK OF EDINA",1105,NA,NA,NA
"7247","MN","Hennepin","FAIRVIEW UNIVERSITY TRANS SERV",492,NA,NA,NA
"7248","MN","Hennepin","FOLKESTONE",190,NA,NA,NA
"7249","MN","Hennepin","FRIENDSHIP VILLAGE OF BLOOMINGTON",619,NA,NA,NA
"7250","MN","Hennepin","GOOD SAMARITAN AMBASSADOR",181,NA,NA,NA
"7251","MN","Hennepin","GOOD SAMARITAN SOCIETY - SPECIALTY CARE COMMUNITY",428,NA,NA,NA
"7252","MN","Hennepin","GRAND AVENUE REST HOME",18,NA,NA,NA
"7253","MN","Hennepin","HAVEN HOMES OF MAPLE PLAIN",769,NA,NA,NA
"7254","MN","Hennepin","HOPKINS HEALTH SERVICES",2539,NA,NA,NA
"7255","MN","Hennepin","INTERLUDE",309,NA,NA,NA
"7256","MN","Hennepin","JONES HARRISON RESIDENCE",1486,NA,NA,NA
"7257","MN","Hennepin","LAKE MINNETONKA CARE CENTER",32,NA,NA,NA
"7258","MN","Hennepin","LAKE MINNETONKA SHORES",2846,NA,NA,NA
"7259","MN","Hennepin","MARANATHA CARE CENTER",421,NA,NA,NA
"7260","MN","Hennepin","MARTIN LUTHER CARE CENTER",737,NA,NA,NA
"7261","MN","Hennepin","MINNESOTA MASONIC HOME CARE CENTER",2905,NA,NA,NA
"7262","MN","Hennepin","MN VETERANS HOME MINNEAPOLIS",1554,NA,NA,NA
"7263","MN","Hennepin","MOUNT OLIVET CAREVIEW HOME",691,NA,NA,NA
"7264","MN","Hennepin","MOUNT OLIVET HOME",327,NA,NA,NA
"7265","MN","Hennepin","NORTH RIDGE HEALTH AND REHAB",3460,NA,NA,NA
"7266","MN","Hennepin","PARK HEALTH A VILLA CENTER",1233,NA,NA,NA
"7267","MN","Hennepin","PRESBYTERIAN HOMES OF BLOOMINGTON",310,NA,NA,NA
"7268","MN","Hennepin","PROVIDENCE PLACE",1050,NA,NA,NA
"7269","MN","Hennepin","REDEEMER RESIDENCE INC",988,NA,NA,NA
"7270","MN","Hennepin","RICHFIELD A VILLA CENTER",758,NA,NA,NA
"7271","MN","Hennepin","ROBBINSDALE A VILLA CENTER",179,NA,NA,NA
"7272","MN","Hennepin","SAINT THERESE AT OXBOW LAKE",281,NA,NA,NA
"7273","MN","Hennepin","SHOLOM HOME WEST",2240,NA,NA,NA
"7274","MN","Hennepin","SOUTHSIDE CARE CENTER",164,NA,NA,NA
"7275","MN","Hennepin","ST THERESE HOME",5719,NA,NA,NA
"7276","MN","Hennepin","ST THERESE TCU NORTH LLC",322,NA,NA,NA
"7277","MN","Hennepin","TERRACE AT CRYSTAL LLC",2607,NA,NA,NA
"7278","MN","Hennepin","TEXAS TERRACE A VILLA CENTER",1112,NA,NA,NA
"7279","MN","Hennepin","THE BIRCHES AT TRILLIUM WOODS",504,NA,NA,NA
"7280","MN","Hennepin","THE ESTATES AT BLOOMINGTON LLC",357,NA,NA,NA
"7281","MN","Hennepin","THE ESTATES AT CHATEAU LLC",414,NA,NA,NA
"7282","MN","Hennepin","THE ESTATES AT EXCELSIOR LLC",832,NA,NA,NA
"7283","MN","Hennepin","THE ESTATES AT ST LOUIS PARK LLC",1799,NA,NA,NA
"7284","MN","Hennepin","THE VILLA AT BRYN MAWR",1658,NA,NA,NA
"7285","MN","Hennepin","THE VILLA AT OSSEO",872,NA,NA,NA
"7286","MN","Hennepin","THE VILLA AT ST LOUIS PARK",464,NA,NA,NA
"7287","MN","Hennepin","TWIN CITY GARDENS",717,NA,NA,NA
"7288","MN","Hennepin","VICTORY HEALTH & REHABILITATION CENTER",1148,NA,NA,NA
"7289","MN","Hennepin","WALKER METHODIST HEALTH CENTER",2846,NA,NA,NA
"7290","MN","Houston","CALEDONIA REHABILITATION & RETIREMENT CENTER",484,NA,NA,NA
"7291","MN","Houston","LA CRESCENT HEALTH SERVICES",708,NA,NA,NA
"7292","MN","Houston","TWEETEN LUTHERAN HEALTH CARE CENTER",886,NA,NA,NA
"7293","MN","Houston","VALLEY VIEW HEALTHCARE & REHAB",404,NA,NA,NA
"7294","MN","Hubbard","HERITAGE LIVING CENTER",983,NA,NA,NA
"7295","MN","Isanti","GRACEPOINTE CROSSING GABLES",1293,NA,NA,NA
"7296","MN","Itasca","BIGFORK VALLEY COMMUNITIES",378,NA,NA,NA
"7297","MN","Itasca","ESSENTIA HEALTH - HOMESTEAD",516,NA,NA,NA
"7298","MN","Itasca","GRAND VILLAGE",1306,NA,NA,NA
"7299","MN","Itasca","THE EMERALDS AT GRAND RAPIDS LLC",1212,43,0,0
"7300","MN","Jackson","COLONIAL MANOR NURSING HOME",425,NA,NA,NA
"7301","MN","Jackson","GOOD SAMARITAN SOCIETY - JACKSON",753,NA,NA,NA
"7302","MN","Kanabec","ST CLARE LIVING COMMUNITY OF MORA",932,NA,NA,NA
"7303","MN","Kandiyohi","BETHESDA",2337,NA,NA,NA
"7304","MN","Kandiyohi","CARRIS HEALTH CARE CENTER & THERAPY SUITES",728,NA,NA,NA
"7305","MN","Kandiyohi","GLENOAKS SENIOR LIVING CAMPUS",577,NA,NA,NA
"7306","MN","Kittson","KITTSON MEMORIAL HEALTHCARE CENTER",483,NA,NA,NA
"7307","MN","Koochiching","GOOD SAMARITAN SOCIETY - INTERNATIONAL FALLS",717,NA,NA,NA
"7308","MN","Koochiching","LITTLEFORK MEDICAL CENTER",286,NA,NA,NA
"7309","MN","Lac qui Parle","JOHNSON MEMORIAL HOSP & HOME",258,NA,NA,NA
"7310","MN","Lac qui Parle","MADISON HEALTHCARE SERVICES",-40,NA,NA,NA
"7311","MN","Lake","MN VETERANS HOME SILVER BAY",635,NA,NA,NA
"7312","MN","Lake","THE WATERVIEW SHORES LLC",296,NA,NA,NA
"7313","MN","Lake of the Woods","LAKEWOOD CARE CENTER",369,NA,NA,NA
"7314","MN","Le Sueur","CENTRAL HEALTH CARE",680,NA,NA,NA
"7315","MN","Le Sueur","MINNESOTA VALLEY HEALTH CENTER  INC",965,NA,NA,NA
"7316","MN","Lincoln","AVERA SUNRISE MANOR",24,NA,NA,NA
"7317","MN","Lincoln","DIVINE PROVIDENCE HEALTH CENTER",523,NA,NA,NA
"7318","MN","Lincoln","HENDRICKS COMMUNITY HOSPITAL",374,NA,NA,NA
"7319","MN","Lyon","AVERA MORNINGSIDE HEIGHTS CARE CENTER",294,NA,NA,NA
"7320","MN","Lyon","MINNEOTA MANOR HEALTH CARE CENTER",857,NA,NA,NA
"7321","MN","Lyon","PRAIRIE VIEW SENIOR LIVING",240,NA,NA,NA
"7322","MN","Mahnomen","MAHNOMEN HEALTH CENTER",253,NA,NA,NA
"7323","MN","Marshall","NORTH STAR MANOR",416,NA,NA,NA
"7324","MN","Martin","LAKEVIEW METHODIST HEALTH CARE CENTER",1131,NA,NA,NA
"7325","MN","Martin","SEASONS HEALTHCARE",604,NA,NA,NA
"7326","MN","Martin","TRUMAN SENIOR LIVING",518,NA,NA,NA
"7327","MN","McLeod","GLENCOE REGIONAL HEALTH SERVICES",936,NA,NA,NA
"7328","MN","McLeod","HARMONY RIVER LIVING CENTER",478,NA,NA,NA
"7329","MN","McLeod","THE GARDENS AT WINSTED LLC",595,NA,NA,NA
"7330","MN","Meeker","HILLTOP CARE CENTER",516,NA,NA,NA
"7331","MN","Meeker","LAKESIDE HEALTH CARE CENTER",443,NA,NA,NA
"7332","MN","Meeker","MEEKER MANOR REHABILITATION CENTER, LLC",902,NA,NA,NA
"7333","MN","Mille Lacs","ELIM HOME",1014,NA,NA,NA
"7334","MN","Mille Lacs","ELIM HOME - MILACA",826,NA,NA,NA
"7335","MN","Mille Lacs","MILLE LACS HEALTH SYSTEM",612,NA,NA,NA
"7336","MN","Morrison","LITTLE FALLS CARE CENTER",494,NA,NA,NA
"7337","MN","Morrison","PIERZ VILLA INC",533,NA,NA,NA
"7338","MN","Morrison","ST OTTOS CARE CENTER",607,NA,NA,NA
"7339","MN","Mower","GOOD SAMARITAN SOCIETY - COMFORCARE",204,NA,NA,NA
"7340","MN","Mower","MEADOW MANOR",305,NA,NA,NA
"7341","MN","Mower","SACRED HEART CARE CENTER",438,NA,NA,NA
"7342","MN","Mower","ST MARKS LIVING",476,NA,NA,NA
"7343","MN","Murray","MAPLE LAWN SENIOR CARE",393,NA,NA,NA
"7344","MN","Nicollet","BENEDICTINE LIVING COMMUNITY",1116,NA,NA,NA
"7345","MN","Nobles","CROSSROADS CARE CENTER",659,NA,NA,NA
"7346","MN","Nobles","PARKVIEW MANOR NURSING HOME",532,NA,NA,NA
"7347","MN","Nobles","SOUTH SHORE CARE CENTER",880,NA,NA,NA
"7348","MN","Norman","BENEDICTINE CARE COMMUNITY",333,NA,NA,NA
"7349","MN","Norman","HALSTAD LIVING CENTER",170,NA,NA,NA
"7350","MN","Olmsted","CHARTER HOUSE",808,NA,NA,NA
"7351","MN","Olmsted","EDENBROOK OF ROCHESTER",1486,NA,NA,NA
"7352","MN","Olmsted","MADONNA TOWERS OF ROCHESTER INC",320,NA,NA,NA
"7353","MN","Olmsted","ROCHESTER EAST HEALTH SERVICES",2104,NA,NA,NA
"7354","MN","Olmsted","ROCHESTER HEALTH SERVICES WEST",807,NA,NA,NA
"7355","MN","Olmsted","ROCHESTER REHABILITATION AND LIVING CENTER",974,NA,NA,NA
"7356","MN","Olmsted","SAMARITAN BETHANY HOME ON EIGHTH",1610,NA,NA,NA
"7357","MN","Olmsted","STEWARTVILLE CARE CENTER",509,NA,NA,NA
"7358","MN","Otter Tail","GOOD SAMARITAN SOCIETY - BATTLE LAKE",329,NA,NA,NA
"7359","MN","Otter Tail","LB BROEN HOME",546,NA,NA,NA
"7360","MN","Otter Tail","MN VETERANS HOME FERGUS FALLS",720,NA,NA,NA
"7361","MN","Otter Tail","PELICAN VALLEY HEALTH CENTER",415,NA,NA,NA
"7362","MN","Otter Tail","PERHAM LIVING",738,NA,NA,NA
"7363","MN","Otter Tail","PIONEER CARE CENTER",713,NA,NA,NA
"7364","MN","Otter Tail","ST WILLIAMS LIVING CENTER",270,NA,NA,NA
"7365","MN","Pennington","OAKLAND PARK COMMUNITIES",249,NA,NA,NA
"7366","MN","Pennington","THIEF RIVER CARE CENTER",705,NA,NA,NA
"7367","MN","Pine","LAKESIDE MEDICAL CENTER",889,NA,NA,NA
"7368","MN","Pine","SANDSTONE HEALTH CARE CENTER",415,NA,NA,NA
"7369","MN","Pipestone","EDGEBROOK CARE CENTER",567,NA,NA,NA
"7370","MN","Pipestone","GOOD SAMARITAN SOCIETY - PIPESTONE",912,NA,NA,NA
"7371","MN","Polk","FAIR MEADOW NURSING HOME",89,NA,NA,NA
"7372","MN","Polk","FIRST CARE LIVING CENTER",613,NA,NA,NA
"7373","MN","Polk","MCINTOSH SENIOR LIVING",205,NA,NA,NA
"7374","MN","Polk","PIONEER MEMORIAL CARE CENTER",679,NA,NA,NA
"7375","MN","Polk","RIVERVIEW HOSPITAL & NURSING HOME",164,NA,NA,NA
"7376","MN","Polk","VILLA ST VINCENT",634,NA,NA,NA
"7377","MN","Pope","GLENWOOD VILLAGE CARE CENTER",769,NA,NA,NA
"7378","MN","Pope","MINNEWASKA COMMUNITY HEALTH SERVICES",368,NA,NA,NA
"7379","MN","Ramsey","BENEDICTINE HEALTH CENTER INNSBRUCK",1007,NA,NA,NA
"7380","MN","Ramsey","CAPITOL VIEW TRANSITIONAL CARE CENTER",406,NA,NA,NA
"7381","MN","Ramsey","CARONDELET VILLAGE CARE CENTER",134,NA,NA,NA
"7382","MN","Ramsey","CERENITY - MARIAN OF ST PAUL  LLC",900,NA,NA,NA
"7383","MN","Ramsey","CERENITY CARE CENTER - WHITE BEAR LAKE",1079,NA,NA,NA
"7384","MN","Ramsey","CERENITY CARE CENTER ON HUMBOLDT",1637,NA,NA,NA
"7385","MN","Ramsey","EPISCOPAL CHURCH HOME GARDENS",73,NA,NA,NA
"7386","MN","Ramsey","EPISCOPAL CHURCH HOME OF MINNESOTA",997,NA,NA,NA
"7387","MN","Ramsey","GALTIER A VILLA CENTER",1235,NA,NA,NA
"7388","MN","Ramsey","GOOD SAMARITAN SOCIETY - MAPLEWOOD",890,NA,NA,NA
"7389","MN","Ramsey","HAYES RESIDENCE",302,NA,NA,NA
"7390","MN","Ramsey","HIGHLAND CHATEAU HEALTH CARE CENTER",366,NA,NA,NA
"7391","MN","Ramsey","LANGTON SHORES",576,NA,NA,NA
"7392","MN","Ramsey","LITTLE SISTERS OF THE POOR",531,NA,NA,NA
"7393","MN","Ramsey","LYNGBLOMSTEN CARE CENTER",2492,NA,NA,NA
"7394","MN","Ramsey","MAPLEWOOD CARE CENTER",2211,NA,NA,NA
"7395","MN","Ramsey","NEW BRIGHTON A VILLA CENTER",845,NA,NA,NA
"7396","MN","Ramsey","NEW BRIGHTON CARE CENTER",761,NA,NA,NA
"7397","MN","Ramsey","NEW HARMONY CARE AND REHAB CENTER",678,NA,NA,NA
"7398","MN","Ramsey","PRESBYTERIAN HOMES OF ARDEN HILLS",1840,NA,NA,NA
"7399","MN","Ramsey","PRESBYTERIAN HOMES OF NORTH OAKS",358,NA,NA,NA
"7400","MN","Ramsey","RAMSEY COUNTY CARE CENTER",2386,NA,NA,NA
"7401","MN","Ramsey","ROSE OF SHARON A VILLA CENTER",405,NA,NA,NA
"7402","MN","Ramsey","SHIRLEY CHAPMAN SHOLOM HOME EAST",1281,NA,NA,NA
"7403","MN","Ramsey","ST ANTHONY PARK HOME",536,NA,NA,NA
"7404","MN","Ramsey","THE EMERALDS AT ST PAUL LLC",1226,1032,870,0.843
"7405","MN","Ramsey","THE ESTATES AT ROSEVILLE LLC",1095,NA,NA,NA
"7406","MN","Redwood","GIL-MOR MANOR",335,NA,NA,NA
